,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,emotion
1592,-395.82366943359375,20.780153274536133,-15.15981674194336,19.788442611694336,-7.453940391540527,7.962642192840576,-23.4761962890625,-3.4064292907714844,-18.738637924194336,-6.491398334503174,-3.6948325634002686,2.869161605834961,-0.8586844205856323,6.086300849914551,-1.2216691970825195,7.133963584899902,-4.91834831237793,0.5903459191322327,-6.579235076904297,-5.029712200164795,-2.779353618621826,4.5897698402404785,1.629427433013916,21.748926162719727,20.007219314575195,28.719669342041016,20.37779998779297,16.494924545288086,4.708669662475586,0.9543053507804871,0.7441961169242859,2.654101848602295,8.136974334716797,2.6547422409057617,2.8781557083129883,-2.4025464057922363,4.308104038238525,5.262726783752441,1.2267136573791504,-3.2963883876800537,angry
3286,-340.6424560546875,29.59972381591797,-16.993772506713867,29.224260330200195,-7.011915683746338,-1.9246169328689575,-16.2146053314209,-2.3959097862243652,-14.465275764465332,8.265387535095215,-22.67426300048828,13.706249237060547,-7.16989803314209,2.6528525352478027,-0.6400260329246521,-3.5578346252441406,-5.3108086585998535,10.115137100219727,-2.7442243099212646,18.42979621887207,8.55329704284668,12.098267555236816,2.809840440750122,4.799088478088379,-0.3725638687610626,5.9740495681762695,1.4878621101379395,0.38663679361343384,-1.3218367099761963,4.898219108581543,-1.8662359714508057,-3.2497684955596924,-7.267468452453613,-5.961719512939453,2.3131823539733887,2.5339341163635254,-2.3654861450195312,1.930589199066162,5.542201995849609,7.500679016113281,fear
1665,-461.42742919921875,89.80486297607422,9.866475105285645,3.4016358852386475,6.330132007598877,7.9881978034973145,-17.291179656982422,11.002507209777832,-18.272661209106445,8.218303680419922,-13.27227783203125,5.038223743438721,-5.960700511932373,6.113723278045654,-3.799438953399658,2.78114652633667,-5.396089553833008,7.847113609313965,-1.566320538520813,-3.0406835079193115,0.6922638416290283,-2.76241135597229,-4.063976764678955,-1.041242003440857,-2.5735268592834473,1.5570580959320068,-0.7341010570526123,1.4980919361114502,1.853239893913269,1.5813510417938232,1.3968183994293213,4.169380187988281,2.105675220489502,6.140009880065918,8.093767166137695,9.421249389648438,9.666543006896973,8.946436882019043,11.192577362060547,7.341140270233154,disgust
263,-750.4826049804688,82.664306640625,11.087944030761719,28.12615966796875,4.056847095489502,8.989374160766602,-2.771456003189087,0.6360281705856323,-5.6971564292907715,12.327049255371094,-1.0516802072525024,7.316279411315918,-5.556195259094238,5.309182167053223,-1.8517463207244873,5.64513635635376,-4.941277980804443,6.255974769592285,-1.4710522890090942,3.915255308151245,-4.350842475891113,2.2771201133728027,-5.20745849609375,2.4197802543640137,-3.560828447341919,3.608380079269409,-0.9125527143478394,0.33266621828079224,1.6069217920303345,0.22187897562980652,1.820604920387268,-1.108490228652954,0.06512222439050674,0.04004077985882759,1.4362900257110596,0.06381974369287491,-0.999991238117218,-1.3701452016830444,-2.0414021015167236,0.10754308849573135,sad
2871,-394.2494201660156,28.459081649780273,-6.43038272857666,29.318998336791992,-16.961685180664062,5.261229038238525,-5.731930732727051,-10.414944648742676,-8.974883079528809,1.560879111289978,-16.417142868041992,17.2413387298584,-11.728697776794434,13.381731986999512,-3.2472548484802246,-1.0333353281021118,-0.07178432494401932,3.114976406097412,-7.761079788208008,6.388750076293945,-1.267795205116272,1.3827428817749023,-4.024959087371826,-1.0404646396636963,-1.2595340013504028,0.5028139352798462,1.982373833656311,6.114888668060303,4.884164333343506,10.62319278717041,8.074703216552734,10.103577613830566,5.839454174041748,8.201289176940918,6.291385650634766,7.951700687408447,4.236954212188721,1.5746972560882568,0.377521276473999,1.418084979057312,angry
4001,-332.6545715332031,50.8510856628418,-9.213057518005371,-11.560624122619629,-16.98490333557129,2.808993339538574,-19.04612159729004,-6.568540573120117,-18.534530639648438,13.212814331054688,-13.50134563446045,11.6585111618042,-4.560348987579346,11.099586486816406,-10.401074409484863,4.2762861251831055,-0.049396950751543045,3.4848110675811768,-3.9169375896453857,7.826426982879639,-7.9294047355651855,5.413458347320557,0.6681228280067444,1.5397189855575562,1.0916507244110107,0.15477736294269562,-2.476796865463257,0.6635966897010803,-1.0328575372695923,5.083115100860596,2.5584118366241455,10.990398406982422,7.60094690322876,4.787639141082764,3.2495319843292236,1.3884786367416382,1.1622542142868042,4.181880950927734,2.320855140686035,0.0037343103904277086,surprised
2911,-354.0671081542969,2.5678060054779053,-7.9876790046691895,24.842214584350586,-28.108896255493164,2.6421611309051514,-8.986001014709473,-11.404620170593262,-10.001547813415527,1.6115556955337524,-19.956981658935547,15.781903266906738,-16.523000717163086,9.18101692199707,-4.802348613739014,1.2598590850830078,-3.585216522216797,3.216315507888794,-10.064692497253418,4.999913692474365,-5.043712615966797,0.4296731948852539,-5.647857189178467,0.46032723784446716,0.6526468992233276,7.400027751922607,10.939501762390137,14.539505004882812,13.027369499206543,11.282099723815918,6.771322727203369,6.081417560577393,2.0561482906341553,0.8417580723762512,-0.5080468654632568,2.259491443634033,1.1927176713943481,3.4559013843536377,0.5487315058708191,-0.779184877872467,angry
572,-356.1338195800781,42.82986831665039,-23.90601348876953,7.322190284729004,-12.074813842773438,-10.083257675170898,-9.977389335632324,-11.774102210998535,-9.650858879089355,-1.8387649059295654,-10.263588905334473,-3.7050931453704834,-5.608960151672363,-5.144630432128906,-4.188122749328613,-4.5862345695495605,-5.923950672149658,-2.1270217895507812,-4.5035529136657715,0.9728711247444153,-2.403296947479248,2.9700727462768555,0.5942148566246033,0.6817811131477356,3.3820691108703613,2.304062604904175,2.2946648597717285,6.293421268463135,2.686030864715576,1.793990969657898,1.239752173423767,-1.6586066484451294,0.4433955252170563,1.863093376159668,0.2814544141292572,1.1721967458724976,-1.2589730024337769,-0.28568118810653687,1.2641209363937378,-1.6555907726287842,angry
1841,-437.7017822265625,75.57831573486328,7.5078349113464355,-16.41218376159668,-12.050501823425293,9.891724586486816,-16.73761749267578,4.215165138244629,-20.096757888793945,5.032362461090088,-24.547090530395508,-0.7170310616493225,-8.971905708312988,5.996465682983398,-8.888279914855957,2.6956191062927246,-4.423314571380615,1.3446295261383057,-1.246020793914795,-4.143580436706543,1.025045394897461,22.522968292236328,17.917194366455078,30.397371292114258,29.700593948364258,19.272510528564453,7.168928623199463,4.18658447265625,-1.0183320045471191,3.550102710723877,0.7325208187103271,-1.0224711894989014,-0.4950857162475586,-6.262722492218018,1.6849620342254639,1.9842102527618408,-3.6581902503967285,-1.3319799900054932,-1.2266087532043457,-0.37031733989715576,fear
1898,-404.3003845214844,67.39906311035156,-8.014325141906738,-11.971090316772461,-12.300423622131348,9.476298332214355,-23.60210609436035,3.8789255619049072,-18.155685424804688,3.6953721046447754,-20.05842399597168,0.7590252757072449,-14.196599006652832,4.546595096588135,-8.60300064086914,1.0437064170837402,-5.6123762130737305,6.395581245422363,1.0132719278335571,-0.9174679517745972,7.086015701293945,20.587608337402344,16.09259605407715,28.7042179107666,25.255828857421875,17.82181167602539,4.6127238273620605,1.5689270496368408,0.4102960526943207,6.643072605133057,-1.500385046005249,2.2044200897216797,-1.6846141815185547,-7.533030986785889,1.6570777893066406,2.4284749031066895,-1.5849509239196777,-1.6441730260849,-2.492332935333252,-2.2556986808776855,fear
1447,-431.71185302734375,76.92694091796875,4.498917102813721,-4.248496055603027,-13.562253952026367,4.310329914093018,-20.491321563720703,4.207054615020752,-21.889083862304688,-3.415961980819702,-12.859392166137695,2.7651495933532715,-4.483269214630127,10.117706298828125,-3.7508537769317627,2.784559488296509,-0.8512791395187378,0.43743571639060974,-3.463125705718994,-15.692007064819336,-6.329834938049316,-4.23549747467041,-9.961444854736328,5.63221549987793,14.133383750915527,24.815088272094727,29.982097625732422,31.09363555908203,14.782459259033203,7.129281520843506,1.6622120141983032,4.888918876647949,9.032195091247559,0.5301536917686462,6.3494367599487305,-2.893239736557007,0.5082901120185852,7.746631622314453,1.883722186088562,0.022825730964541435,angry
841,-656.395263671875,74.0304183959961,-2.7341606616973877,19.892887115478516,7.909412384033203,2.2410480976104736,1.7586581707000732,4.909883975982666,-4.237534046173096,2.6739108562469482,-1.4709452390670776,4.744149684906006,-1.1313977241516113,4.5052170753479,0.5674985647201538,2.840744972229004,0.12397558987140656,0.3244534730911255,1.8675942420959473,2.5320534706115723,-2.14751935005188,2.8132338523864746,-2.0750420093536377,1.3353875875473022,-2.217381000518799,0.7284777164459229,-1.2735661268234253,0.8998812437057495,0.08026465773582458,1.1561959981918335,1.8217650651931763,-0.013138790614902973,0.8155933022499084,0.36142340302467346,-0.19969458878040314,0.6079978942871094,-0.083620086312294,0.5746911764144897,-0.6597210764884949,-0.7959098815917969,neutral
3720,-407.2691955566406,60.518089294433594,-8.91773509979248,41.56778335571289,-10.078495979309082,-0.20457994937896729,-7.322720050811768,-11.286760330200195,-10.591845512390137,11.884138107299805,-25.635997772216797,19.388246536254883,-8.835411071777344,7.770022392272949,-3.213740348815918,-3.41575288772583,0.5199500322341919,1.4966615438461304,-12.293055534362793,5.505084037780762,-7.849574089050293,-5.199302673339844,-7.268935203552246,-2.0239641666412354,-7.477020263671875,-2.6736111640930176,-1.2364099025726318,-2.0363738536834717,-6.201624393463135,-3.8363254070281982,-10.284384727478027,8.173981666564941,15.769853591918945,31.04842758178711,34.84368133544922,27.150293350219727,13.76398754119873,-1.9225949048995972,-5.02612829208374,0.5284423828125,neutral
1288,-586.8360595703125,46.4208869934082,-7.245718955993652,7.444451332092285,-5.340631008148193,-3.4841346740722656,-12.740870475769043,-4.771320343017578,-14.105938911437988,1.1392018795013428,-5.258415699005127,-6.745650291442871,-2.712029218673706,-2.327758312225342,-4.27856969833374,-2.8051021099090576,-6.239233493804932,0.282818466424942,-6.35292387008667,-2.944770097732544,-6.000637054443359,-3.436626434326172,-5.63264274597168,-1.1181691884994507,-2.5730607509613037,-0.3301811218261719,-0.265999972820282,0.24308547377586365,-0.862369179725647,0.1127561554312706,0.38776159286499023,0.3988466262817383,1.3172070980072021,2.180424928665161,0.7229105234146118,0.9763490557670593,1.522050380706787,3.2454142570495605,1.4489552974700928,1.8412624597549438,angry
659,-530.3343505859375,31.534160614013672,1.4433447122573853,9.508928298950195,-5.55826473236084,4.030527591705322,-7.176712989807129,2.9363644123077393,-12.129194259643555,1.244884729385376,-2.9493019580841064,-1.044578194618225,-7.593589782714844,1.5924838781356812,-2.6177587509155273,-1.2428553104400635,-5.73944616317749,-0.8383196592330933,-4.8421454429626465,1.251013994216919,-3.0845401287078857,4.848062992095947,1.1093688011169434,4.574203968048096,2.318531036376953,7.445367813110352,5.142378807067871,6.688636779785156,2.266984224319458,1.5559958219528198,1.2121937274932861,2.807559013366699,1.2991806268692017,1.7827814817428589,0.18408621847629547,-0.9560672044754028,-0.9898684024810791,-0.004394617397338152,-0.6477981805801392,-0.6251431107521057,surprised
